freq,sex,age,unit,geo\TIME_PERIOD	2020 
A,F,Y30-44,PTP_RT,DE	93.29 
A,F,Y30-44,PTP_RT,EE	95.06 
A,F,Y30-44,PTP_RT,FI	93.25 
A,F,Y30-44,PTP_RT,NO	92.56 
A,F,Y30-44,PTP_RT,RS	93.28 
A,F,Y30-44,PTP_TIME,AT	3:32 
A,F,Y30-44,PTP_TIME,BG	3:37 
A,F,Y30-44,PTP_TIME,DE	3:10 
A,F,Y30-44,PTP_TIME,EE	2:53 
A,F,Y30-44,PTP_TIME,FI	2:58 
A,F,Y30-44,PTP_TIME,NO	3:12 
A,F,Y30-44,PTP_TIME,RS	3:38 
A,F,Y30-44,TIME_SP,AT	3:18 
A,F,Y30-44,TIME_SP,BG	3:30 
A,F,Y30-44,TIME_SP,DE	2:57 
A,F,Y30-44,TIME_SP,EE	2:45 
A,F,Y30-44,TIME_SP,FI	2:46 
A,F,Y30-44,TIME_SP,NO	2:58 
A,F,Y30-44,TIME_SP,RS	3:23 
A,F,Y30-64,PTP_RT,AT	94.25 
A,F,Y30-64,PTP_RT,BG	97.47 
A,F,Y30-64,PTP_RT,DE	94.27 
A,F,Y30-64,PTP_RT,EE	94.68 
A,F,Y30-64,PTP_RT,FI	94.40 
A,F,Y30-64,PTP_RT,NO	92.07 
A,F,Y30-64,PTP_RT,RS	95.65 
A,F,Y30-64,PTP_TIME,AT	3:49 
A,F,Y30-64,PTP_TIME,BG	3:58 
A,F,Y30-64,PTP_TIME,DE	3:31 
A,F,Y30-64,PTP_TIME,EE	3:14 
A,F,Y30-64,PTP_TIME,FI	3:17 
A,F,Y30-64,PTP_TIME,NO	3:24 
A,F,Y30-64,PTP_TIME,RS	4:06 
A,F,Y30-64,TIME_SP,AT	3:35 
A,F,Y30-64,TIME_SP,BG	3:52 
A,F,Y30-64,TIME_SP,DE	3:19 
A,F,Y30-64,TIME_SP,EE	3:04 
A,F,Y30-64,TIME_SP,FI	3:06 
A,F,Y30-64,TIME_SP,NO	3:08 
A,F,Y30-64,TIME_SP,RS	3:55 
A,F,Y35-44,PTP_RT,AT	93.20 
A,F,Y35-44,PTP_RT,BG	97.14 
A,F,Y35-44,PTP_RT,DE	94.45 
A,F,Y35-44,PTP_RT,EE	95.93 
A,F,Y35-44,PTP_RT,FI	93.20 
A,F,Y35-44,PTP_RT,NO	93.95 
A,F,Y35-44,PTP_RT,RS	93.68 
A,F,Y35-44,PTP_TIME,AT	3:41 
A,F,Y35-44,PTP_TIME,BG	3:45 
A,F,Y35-44,PTP_TIME,DE	3:17 
A,F,Y35-44,PTP_TIME,EE	3:09 
A,F,Y35-44,PTP_TIME,FI	3:10 
A,F,Y35-44,PTP_TIME,NO	3:10 
A,F,Y35-44,PTP_TIME,RS	3:53 
A,F,Y35-44,TIME_SP,AT	3:26 
A,F,Y35-44,TIME_SP,BG	3:38 
A,F,Y35-44,TIME_SP,DE	3:06 
A,F,Y35-44,TIME_SP,EE	3:02 
A,F,Y35-44,TIME_SP,FI	2:58 
A,F,Y35-44,TIME_SP,NO	2:58 
A,F,Y35-44,TIME_SP,RS	3:38 
A,F,Y45-54,PTP_RT,AT	94.14 
A,F,Y45-54,PTP_RT,BG	98.59 
A,F,Y45-54,PTP_RT,DE	93.98 
A,F,Y45-54,PTP_RT,EE	95.76 
A,F,Y45-54,PTP_RT,FI	95.34 
A,F,Y45-54,PTP_RT,NO	93.41 
A,F,Y45-54,PTP_RT,RS	96.87 
A,F,Y45-54,PTP_TIME,AT	3:46 
A,F,Y45-54,PTP_TIME,BG	3:59 
A,F,Y45-54,PTP_TIME,DE	3:35 
A,F,Y45-54,PTP_TIME,EE	3:10 
A,F,Y45-54,PTP_TIME,FI	3:16 
A,F,Y45-54,PTP_TIME,NO	3:31 
A,F,Y45-54,PTP_TIME,RS	4:09 
A,F,Y45-54,TIME_SP,AT	3:33 
A,F,Y45-54,TIME_SP,BG	3:55 
A,F,Y45-54,TIME_SP,DE	3:22 
A,F,Y45-54,TIME_SP,EE	3:02 
A,F,Y45-54,TIME_SP,FI	3:06 
A,F,Y45-54,TIME_SP,NO	3:17 
A,F,Y45-54,TIME_SP,RS	4:01 
A,F,Y45-64,PTP_RT,AT	94.96 
A,F,Y45-64,PTP_RT,BG	97.99 
A,F,Y45-64,PTP_RT,DE	94.93 
A,F,Y45-64,PTP_RT,EE	94.39 
A,F,Y45-64,PTP_RT,FI	95.24 
A,F,Y45-64,PTP_RT,NO	91.66 
A,F,Y45-64,PTP_RT,RS	97.41 
A,F,Y45-64,PTP_TIME,AT	4:00 
A,F,Y45-64,PTP_TIME,BG	4:11 
A,F,Y45-64,PTP_TIME,DE	3:45 
A,F,Y45-64,PTP_TIME,EE	3:30 
A,F,Y45-64,PTP_TIME,FI	3:30 
A,F,Y45-64,PTP_TIME,NO	3:35 
A,F,Y45-64,PTP_TIME,RS	4:26 
A,F,Y45-64,TIME_SP,AT	3:48 
A,F,Y45-64,TIME_SP,BG	4:06 
A,F,Y45-64,TIME_SP,DE	3:33 
A,F,Y45-64,TIME_SP,EE	3:18 
A,F,Y45-64,TIME_SP,FI	3:20 
A,F,Y45-64,TIME_SP,NO	3:17 
A,F,Y45-64,TIME_SP,RS	4:20 
A,F,Y55-64,PTP_RT,AT	95.78 
A,F,Y55-64,PTP_RT,BG	97.36 
A,F,Y55-64,PTP_RT,DE	95.72 
A,F,Y55-64,PTP_RT,EE	93.07 
A,F,Y55-64,PTP_RT,FI	95.13 
A,F,Y55-64,PTP_RT,NO	89.39 
A,F,Y55-64,PTP_RT,RS	97.93 
A,F,Y55-64,PTP_TIME,AT	4:14 
A,F,Y55-64,PTP_TIME,BG	4:24 
A,F,Y55-64,PTP_TIME,DE	3:53 
A,F,Y55-64,PTP_TIME,EE	3:49 
A,F,Y55-64,PTP_TIME,FI	3:44 
A,F,Y55-64,PTP_TIME,NO	3:39 
A,F,Y55-64,PTP_TIME,RS	4:43 
A,F,Y55-64,TIME_SP,AT	4:03 
A,F,Y55-64,TIME_SP,BG	4:17 
A,F,Y55-64,TIME_SP,DE	3:43 
A,F,Y55-64,TIME_SP,EE	3:33 
A,F,Y55-64,TIME_SP,FI	3:33 
A,F,Y55-64,TIME_SP,NO	3:16 
A,F,Y55-64,TIME_SP,RS	4:37 
A,F,Y65-74,PTP_RT,AT	96.66 
A,F,Y65-74,PTP_RT,BG	99.56 
A,F,Y65-74,PTP_RT,DE	97.74 
A,F,Y65-74,PTP_RT,EE	98.13 
A,F,Y65-74,PTP_RT,FI	98.98 
A,F,Y65-74,PTP_RT,NO	95.89 
A,F,Y65-74,PTP_RT,RS	95.73 
A,F,Y65-74,PTP_TIME,AT	4:42 
A,F,Y65-74,PTP_TIME,BG	5:21 
A,F,Y65-74,PTP_TIME,DE	4:21 
A,F,Y65-74,PTP_TIME,EE	4:16 
A,F,Y65-74,PTP_TIME,FI	4:18 
A,F,Y65-74,PTP_TIME,NO	4:25 
A,F,Y65-74,PTP_TIME,RS	5:16 
A,F,Y65-74,TIME_SP,AT	4:32 
A,F,Y65-74,TIME_SP,BG	5:19 
A,F,Y65-74,TIME_SP,DE	4:15 
A,F,Y65-74,TIME_SP,EE	4:11 
A,F,Y65-74,TIME_SP,FI	4:16 
A,F,Y65-74,TIME_SP,NO	4:14 
A,F,Y65-74,TIME_SP,RS	5:03 
A,F,Y_GE60,PTP_RT,AT	94.42 
A,F,Y_GE60,PTP_RT,BG	97.06 
A,F,Y_GE60,PTP_RT,DE	96.82 
A,F,Y_GE60,PTP_RT,EE	94.55 
A,F,Y_GE60,PTP_RT,FI	98.64 
A,F,Y_GE60,PTP_RT,NO	94.84 
A,F,Y_GE60,PTP_RT,RS	94.38 
A,F,Y_GE60,PTP_TIME,AT	4:24 
A,F,Y_GE60,PTP_TIME,BG	5:07 
A,F,Y_GE60,PTP_TIME,DE	4:12 
A,F,Y_GE60,PTP_TIME,EE	4:20 
A,F,Y_GE60,PTP_TIME,FI	4:09 
A,F,Y_GE60,PTP_TIME,NO	4:19 
A,F,Y_GE60,PTP_TIME,RS	4:55 
A,F,Y_GE60,TIME_SP,AT	4:10 
A,F,Y_GE60,TIME_SP,BG	4:58 
A,F,Y_GE60,TIME_SP,DE	4:04 
A,F,Y_GE60,TIME_SP,EE	4:05 
A,F,Y_GE60,TIME_SP,FI	4:06 
A,F,Y_GE60,TIME_SP,NO	4:06 
A,F,Y_GE60,TIME_SP,RS	4:38 
A,F,Y_GE65,PTP_RT,AT	93.55 
A,F,Y_GE65,PTP_RT,BG	97.13 
A,F,Y_GE65,PTP_RT,DE	97.12 
A,F,Y_GE65,PTP_RT,EE	95.30 
A,F,Y_GE65,PTP_RT,FI	99.01 
A,F,Y_GE65,PTP_RT,NO	96.35 
A,F,Y_GE65,PTP_RT,RS	93.01 
A,F,Y_GE65,PTP_TIME,AT	4:22 
A,F,Y_GE65,PTP_TIME,BG	5:13 
A,F,Y_GE65,PTP_TIME,DE	4:16 
A,F,Y_GE65,PTP_TIME,EE	4:22 
A,F,Y_GE65,PTP_TIME,FI	4:11 
A,F,Y_GE65,PTP_TIME,NO	4:27 
A,F,Y_GE65,PTP_TIME,RS	4:54 
A,F,Y_GE65,TIME_SP,AT	4:05 
A,F,Y_GE65,TIME_SP,BG	5:04 
A,F,Y_GE65,TIME_SP,DE	4:08 
A,F,Y_GE65,TIME_SP,EE	4:10 
A,F,Y_GE65,TIME_SP,FI	4:09 
A,F,Y_GE65,TIME_SP,NO	4:18 
A,F,Y_GE65,TIME_SP,RS	4:33 
A,F,Y_GE75,PTP_RT,AT	90.88 
A,F,Y_GE75,PTP_RT,BG	94.10 
A,F,Y_GE75,PTP_RT,DE	95.69 
A,F,Y_GE75,PTP_RT,EE	92.42 
A,F,Y_GE75,PTP_RT,FI	99.04 
A,F,Y_GE75,PTP_RT,NO	98.17 
A,F,Y_GE75,PTP_RT,RS	88.88 
A,F,Y_GE75,PTP_TIME,AT	4:04 
A,F,Y_GE75,PTP_TIME,BG	5:02 
A,F,Y_GE75,PTP_TIME,DE	4:03 
A,F,Y_GE75,PTP_TIME,EE	4:29 
A,F,Y_GE75,PTP_TIME,FI	4:03 
A,F,Y_GE75,PTP_TIME,NO	4:34 
A,F,Y_GE75,PTP_TIME,RS	4:18 
A,F,Y_GE75,TIME_SP,AT	3:42 
A,F,Y_GE75,TIME_SP,BG	4:44 
A,F,Y_GE75,TIME_SP,DE	3:52 
A,F,Y_GE75,TIME_SP,EE	4:09 
A,F,Y_GE75,TIME_SP,FI	4:01 
A,F,Y_GE75,TIME_SP,NO	4:29 
A,F,Y_GE75,TIME_SP,RS	3:50 
A,M,TOTAL,PTP_RT,AT	72.53 
A,M,TOTAL,PTP_RT,BG	77.88 
A,M,TOTAL,PTP_RT,DE	81.08 
A,M,TOTAL,PTP_RT,EE	81.61 
A,M,TOTAL,PTP_RT,FI	83.89 
A,M,TOTAL,PTP_RT,NO	75.16 
A,M,TOTAL,PTP_RT,RS	74.51 
A,M,TOTAL,PTP_TIME,AT	2:44 
A,M,TOTAL,PTP_TIME,BG	2:39 
A,M,TOTAL,PTP_TIME,DE	2:46 
A,M,TOTAL,PTP_TIME,EE	2:37 
A,M,TOTAL,PTP_TIME,FI	2:50 
A,M,TOTAL,PTP_TIME,NO	2:56 
A,M,TOTAL,PTP_TIME,RS	2:37 
A,M,TOTAL,TIME_SP,AT	1:59 
A,M,TOTAL,TIME_SP,BG	2:04 
A,M,TOTAL,TIME_SP,DE	2:15 
A,M,TOTAL,TIME_SP,EE	2:08 
A,M,TOTAL,TIME_SP,FI	2:23 
A,M,TOTAL,TIME_SP,NO	2:12 
A,M,TOTAL,TIME_SP,RS	1:57 
A,M,Y10-14,PTP_RT,AT	45.32 
A,M,Y10-14,PTP_RT,BG	54.22 
A,M,Y10-14,PTP_RT,DE	55.08 
A,M,Y10-14,PTP_RT,EE	57.50 
A,M,Y10-14,PTP_RT,FI	48.25 
A,M,Y10-14,PTP_RT,NO	48.88 
A,M,Y10-14,PTP_TIME,AT	1:29 
A,M,Y10-14,PTP_TIME,BG	0:58 
A,M,Y10-14,PTP_TIME,DE	1:21 
A,M,Y10-14,PTP_TIME,EE	1:30 
A,M,Y10-14,PTP_TIME,FI	1:19 
A,M,Y10-14,PTP_TIME,NO	1:24 
A,M,Y10-14,TIME_SP,AT	0:40 
A,M,Y10-14,TIME_SP,BG	0:32 
A,M,Y10-14,TIME_SP,DE	0:45 
A,M,Y10-14,TIME_SP,EE	0:52 
A,M,Y10-14,TIME_SP,FI	0:38 
A,M,Y10-14,TIME_SP,NO	0:41 
A,M,Y15-24,PTP_RT,AT	52.90 
A,M,Y15-24,PTP_RT,BG	51.46 
A,M,Y15-24,PTP_RT,DE	60.52 
A,M,Y15-24,PTP_RT,EE	65.97 
A,M,Y15-24,PTP_RT,FI	71.88 
A,M,Y15-24,PTP_RT,NO	51.05 
A,M,Y15-24,PTP_RT,RS	59.67 
A,M,Y15-24,PTP_TIME,AT	1:56 
A,M,Y15-24,PTP_TIME,BG	1:45 
A,M,Y15-24,PTP_TIME,DE	1:49 
A,M,Y15-24,PTP_TIME,EE	1:36 
A,M,Y15-24,PTP_TIME,FI	1:36 
A,M,Y15-24,PTP_TIME,NO	1:49 
A,M,Y15-24,PTP_TIME,RS	1:35 
A,M,Y15-24,TIME_SP,AT	1:02 
A,M,Y15-24,TIME_SP,BG	0:54 
A,M,Y15-24,TIME_SP,DE	1:06 
A,M,Y15-24,TIME_SP,EE	1:03 
A,M,Y15-24,TIME_SP,FI	1:09 
A,M,Y15-24,TIME_SP,NO	0:56 
A,M,Y15-24,TIME_SP,RS	0:57 
A,M,Y15-29,PTP_RT,AT	60.76 
A,M,Y15-29,PTP_RT,BG	55.28 
A,M,Y15-29,PTP_RT,DE	65.29 
A,M,Y15-29,PTP_RT,EE	72.77 
A,M,Y15-29,PTP_RT,FI	75.75 
A,M,Y15-29,PTP_RT,NO	59.70 
A,M,Y15-29,PTP_RT,RS	61.56 
A,M,Y15-29,PTP_TIME,AT	2:01 
A,M,Y15-29,PTP_TIME,BG	1:58 
A,M,Y15-29,PTP_TIME,DE	1:58 
A,M,Y15-29,PTP_TIME,EE	1:42 
A,M,Y15-29,PTP_TIME,FI	1:53 
A,M,Y15-29,PTP_TIME,NO	2:06 
A,M,Y15-29,PTP_TIME,RS	1:39 
A,M,Y15-29,TIME_SP,AT	1:14 
A,M,Y15-29,TIME_SP,BG	1:05 
A,M,Y15-29,TIME_SP,DE	1:17 
A,M,Y15-29,TIME_SP,EE	1:14 
A,M,Y15-29,TIME_SP,FI	1:25 
A,M,Y15-29,TIME_SP,NO	1:15 
A,M,Y15-29,TIME_SP,RS	1:01 
A,M,Y15-64,PTP_RT,AT	71.93 
A,M,Y15-64,PTP_RT,BG	76.52 
A,M,Y15-64,PTP_RT,DE	79.44 
A,M,Y15-64,PTP_RT,EE	82.22 
A,M,Y15-64,PTP_RT,FI	83.86 
A,M,Y15-64,PTP_RT,NO	74.82 
A,M,Y15-64,PTP_RT,RS	71.37 
A,M,Y15-64,PTP_TIME,AT	2:35 
A,M,Y15-64,PTP_TIME,BG	2:26 
A,M,Y15-64,PTP_TIME,DE	2:32 
A,M,Y15-64,PTP_TIME,EE	2:25 
A,M,Y15-64,PTP_TIME,FI	2:36 
A,M,Y15-64,PTP_TIME,NO	2:45 
A,M,Y15-64,PTP_TIME,RS	2:11 
A,M,Y15-64,TIME_SP,AT	1:52 
A,M,Y15-64,TIME_SP,BG	1:52 
A,M,Y15-64,TIME_SP,DE	2:01 
A,M,Y15-64,TIME_SP,EE	1:59 
A,M,Y15-64,TIME_SP,FI	2:10 
A,M,Y15-64,TIME_SP,NO	2:04 
A,M,Y15-64,TIME_SP,RS	1:33 
A,M,Y25-34,PTP_RT,AT	71.46 
A,M,Y25-34,PTP_RT,BG	69.58 
A,M,Y25-34,PTP_RT,DE	76.08 
A,M,Y25-34,PTP_RT,EE	86.71 
A,M,Y25-34,PTP_RT,FI	83.25 
A,M,Y25-34,PTP_RT,NO	75.97 
A,M,Y25-34,PTP_RT,RS	70.36 
A,M,Y25-34,PTP_TIME,AT	2:17 
A,M,Y25-34,PTP_TIME,BG	2:16 
A,M,Y25-34,PTP_TIME,DE	2:10 
A,M,Y25-34,PTP_TIME,EE	1:57 
A,M,Y25-34,PTP_TIME,FI	2:23 
A,M,Y25-34,PTP_TIME,NO	2:26 
A,M,Y25-34,PTP_TIME,RS	1:47 
A,M,Y25-34,TIME_SP,AT	1:38 
A,M,Y25-34,TIME_SP,BG	1:34 
A,M,Y25-34,TIME_SP,DE	1:39 
A,M,Y25-34,TIME_SP,EE	1:42 
A,M,Y25-34,TIME_SP,FI	1:59 
A,M,Y25-34,TIME_SP,NO	1:51 
A,M,Y25-34,TIME_SP,RS	1:16 
A,M,Y30-44,PTP_RT,AT	73.82 
A,M,Y30-44,PTP_RT,BG	78.31 
A,M,Y30-44,PTP_RT,DE	81.96 
A,M,Y30-44,PTP_RT,EE	87.35 
A,M,Y30-44,PTP_RT,FI	85.99 
A,M,Y30-44,PTP_RT,NO	81.77 
A,M,Y30-44,PTP_RT,RS	68.28 
A,M,Y30-44,PTP_TIME,AT	2:29 
A,M,Y30-44,PTP_TIME,BG	2:06 
A,M,Y30-44,PTP_TIME,DE	2:25 
A,M,Y30-44,PTP_TIME,EE	2:16 
A,M,Y30-44,PTP_TIME,FI	2:26 
A,M,Y30-44,PTP_TIME,NO	2:43 
A,M,Y30-44,PTP_TIME,RS	1:54 
A,M,Y30-44,TIME_SP,AT	1:50 
A,M,Y30-44,TIME_SP,BG	1:39 
A,M,Y30-44,TIME_SP,DE	1:59 
A,M,Y30-44,TIME_SP,EE	1:59 
A,M,Y30-44,TIME_SP,FI	2:06 
A,M,Y30-44,TIME_SP,NO	2:13 
A,M,Y30-44,TIME_SP,RS	1:18 
A,M,Y30-64,PTP_RT,AT	75.71 
A,M,Y30-64,PTP_RT,BG	82.30 
A,M,Y30-64,PTP_RT,DE	83.97 
A,M,Y30-64,PTP_RT,EE	85.36 
A,M,Y30-64,PTP_RT,FI	87.13 
A,M,Y30-64,PTP_RT,NO	80.76 
A,M,Y30-64,PTP_RT,RS	74.80 
A,M,Y30-64,PTP_TIME,AT	2:45 
A,M,Y30-64,PTP_TIME,BG	2:31 
A,M,Y30-64,PTP_TIME,DE	2:41 
A,M,Y30-64,PTP_TIME,EE	2:37 
A,M,Y30-64,PTP_TIME,FI	2:51 
A,M,Y30-64,PTP_TIME,NO	2:57 
A,M,Y30-64,PTP_TIME,RS	2:20 
A,M,Y30-64,TIME_SP,AT	2:05 
A,M,Y30-64,TIME_SP,BG	2:04 
A,M,Y30-64,TIME_SP,DE	2:15 
A,M,Y30-64,TIME_SP,EE	2:14 
A,M,Y30-64,TIME_SP,FI	2:29 
A,M,Y30-64,TIME_SP,NO	2:23 
A,M,Y30-64,TIME_SP,RS	1:45 
A,M,Y35-44,PTP_RT,AT	75.67 
A,M,Y35-44,PTP_RT,BG	79.75 
A,M,Y35-44,PTP_RT,DE	83.69 
A,M,Y35-44,PTP_RT,EE	86.66 
A,M,Y35-44,PTP_RT,FI	87.15 
A,M,Y35-44,PTP_RT,NO	84.52 
A,M,Y35-44,PTP_RT,RS	64.99 
A,M,Y35-44,PTP_TIME,AT	2:29 
A,M,Y35-44,PTP_TIME,BG	2:03 
A,M,Y35-44,PTP_TIME,DE	2:32 
A,M,Y35-44,PTP_TIME,EE	2:24 
A,M,Y35-44,PTP_TIME,FI	2:25 
A,M,Y35-44,PTP_TIME,NO	2:50 
A,M,Y35-44,PTP_TIME,RS	1:57 
A,M,Y35-44,TIME_SP,AT	1:53 
A,M,Y35-44,TIME_SP,BG	1:38 
A,M,Y35-44,TIME_SP,DE	2:07 
A,M,Y35-44,TIME_SP,EE	2:04 
A,M,Y35-44,TIME_SP,FI	2:06 
A,M,Y35-44,TIME_SP,NO	2:24 
A,M,Y35-44,TIME_SP,RS	1:16 
A,M,Y45-54,PTP_RT,AT	74.40 
A,M,Y45-54,PTP_RT,BG	83.78 
A,M,Y45-54,PTP_RT,DE	83.45 
A,M,Y45-54,PTP_RT,EE	83.87 
A,M,Y45-54,PTP_RT,FI	83.64 
A,M,Y45-54,PTP_RT,NO	79.35 
A,M,Y45-54,PTP_RT,RS	76.55 
A,M,Y45-54,PTP_TIME,AT	2:43 
A,M,Y45-54,PTP_TIME,BG	2:28 
A,M,Y45-54,PTP_TIME,DE	2:42 
A,M,Y45-54,PTP_TIME,EE	2:42 
A,M,Y45-54,PTP_TIME,FI	2:58 
A,M,Y45-54,PTP_TIME,NO	2:57 
A,M,Y45-54,PTP_TIME,RS	2:13 
A,M,Y45-54,TIME_SP,AT	2:01 
A,M,Y45-54,TIME_SP,BG	2:04 
A,M,Y45-54,TIME_SP,DE	2:15 
A,M,Y45-54,TIME_SP,EE	2:16 
A,M,Y45-54,TIME_SP,FI	2:29 
A,M,Y45-54,TIME_SP,NO	2:20 
A,M,Y45-54,TIME_SP,RS	1:42 
A,M,Y45-64,PTP_RT,AT	77.07 
A,M,Y45-64,PTP_RT,BG	85.02 
A,M,Y45-64,PTP_RT,DE	85.38 
A,M,Y45-64,PTP_RT,EE	83.57 
A,M,Y45-64,PTP_RT,FI	88.00 
A,M,Y45-64,PTP_RT,NO	79.98 
A,M,Y45-64,PTP_RT,RS	80.00 
